# Relative Isotopic Abundances
# Source: isotopic compositions of the elements 1997
# Isotopic Compositions of the Elements 1997, Pure Appl. Chem., 70(1), 217-235, 1998.
# Isotopic Abundance Variations of Selected Elements, Pure Appl. Chem. 74(10), 1987-2017, 2002
# Description: Columns represent element symbol, isotope number, and % abundance
# TODO: Does not (yet) include indications of errors as reported
Kr	83	11.49
Kr	84	57.00
Kr	86	17.30
Rb	85	72.17
Rb	87	27.83
Sr	84	0.56
Sr	86	9.86
Sr	87	7.00
Sr	88	82.58
Y	89	100
Zr	90	51.45
Zr	91	11.22
Zr	92	17.15
Zr	94	17.38
Zr	96	2.80
Nb	93	100
Mo	92	14.84
Mo	94	9.25
Mo	95	15.92
Mo	96	16.68
Mo	97	9.55
Mo	98	24.13
Mo	100	9.63
Ru	96	5.54
Ru	98	1.87
Ru	99	12.76
Ru	100	12.60
Ru	101	17.06
Ru	102	31.55
Ru	104	18.62
Rh	103	100
Pd	102	1.02
Pd	104	11.14
Pd	105	22.33
Pd	106	27.33
Pd	108	26.46
Pd	110	11.72
Ag	107	51.839
Ag	109	48.161
Cd	106	1.25
Cd	108	0.89
Cd	110	12.49
Cd	111	12.80
Cd	112	24.13
Cd	113	12.22
Cd	114	28.73
Cd	116	7.49
In	113	4.29
In	115	95.71
Sn	112	0.97
Sn	114	0.66
Sn	115	0.34
Sn	116	14.54
Sn	117	7.68
Sn	118	24.22
Sn	119	8.59
Sn	120	32.58
Sn	122	4.63
Sn	124	5.79
Sb	121	57.21
Sb	123	42.79
Te	120	0.09
Te	122	2.55
Te	123	0.89
Te	124	4.74
Te	125	7.07
Te	126	18.84
Te	128	31.74
Te	130	34.08
I	127	100
Xe	124	0.09
Xe	126	0.09
Xe	128	1.92
Xe	129	26.44
Xe	130	4.08
Xe	131	21.18
Xe	132	26.89
Xe	134	10.44
Xe	136	8.87
Cs	133	100
Ba	130	0.106
Ba	132	0.101
Ba	134	2.417
Ba	135	6.592
Ba	136	7.854
Ba	137	11.232
Ba	138	71.698
La	138	0.090
La	139	99.910
Ce	136	0.185
Ce	138	0.251
Ce	140	88.450
Ce	142	11.114
Pr	141	100
Nd	142	27.2
Nd	143	12.2
Nd	144	23.8
Nd	145	8.3
Nd	146	17.2
Nd	148	5.7
Nd	150	5.6
Sm	144	3.07
Sm	147	14.99
Sm	148	11.24
Sm	149	13.82
Sm	150	7.38
Sm	152	26.75
Sm	154	22.75
Eu	151	47.81
Eu	153	52.19
Gd	152	0.20
Gd	154	2.18
Gd	155	14.80
Gd	156	20.47
Gd	157	15.65
Gd	158	24.84
Gd	160	21.86
Tb	159	100
Dy	156	0.06
Dy	158	0.10
Dy	160	2.34
Dy	161	18.91
Dy	162	25.51
Dy	163	24.90
Dy	164	28.18
Ho	165	100
Er	162	0.14
Er	164	1.61
Er	166	33.61
Er	167	22.93
Er	168	26.78
Er	170	14.93
Tm	169	100
Yb	168	0.13
Yb	170	3.04
Yb	171	14.28
Yb	172	21.83
Yb	173	16.13
Yb	174	31.83
Yb	176	12.76
Lu	175	97.41
Lu	176	2.59
Hf	174	0.16
Hf	176	5.26
Hf	177	18.60
Hf	178	27.28
Hf	179	13.62
Hf	180	35.08
Ta	180	0.012
Ta	181	99.988
W	180	0.12
W	182	26.50
W	183	14.31
W	184	30.64
W	186	28.43
Re	185	37.40
Re	187	62.60
Os	184	0.02
Os	186	1.59
Os	187	1.96
Os	188	13.24
Os	189	16.15
Os	190	26.26
Os	192	40.78
Ir	191	37.3
Ir	193	62.7
Pt	190	0.014
Pt	192	0.782
Pt	194	32.967
Pt	195	33.832
Pt	196	25.242
Pt	198	7.163
Au	197	100
Hg	196	0.15
Hg	198	9.97
Hg	199	16.87
Hg	200	23.10
Hg	201	13.18
Hg	202	29.86
Hg	204	6.87
Tl	203	29.524
Tl	205	70.476
Pb	204	1.4
Pb	206	24.1
Pb	207	22.1
Pb	208	52.4
Bi	209	100
Th	232	100
Pa	231	100
U	234	0.0055
U	235	0.7200
U	238	99.2745
