# magnetic dipole moment for isotopes
# The data for the isotopes is taken from:
# D. Mende und G. Simon, Physik - Gleichungen und Tabellen, 13. Auflage, 2001 Fachbuchverlag Leipzig
# M.D. Lechner, Taschenbuch fr Chemiker und Physiker - Band I Physikalisch-Chemische Daten, 1992
# John Emsley, Die Elemente, 1993 
# Description: Columns represent element symbol, isotope number, and magnetic moment in units of the nuclear magneton
# TODO: Does not (yet) include indications of errors as reported
In	 115	 +5.534
Sn	 112	 0
Sn	 114	 0
Sn	 115	 -0.91883
Sn	 116	 0
Sn	 117	 1.00104
Sn	 118	 0
Sn	 119	 -1.04728
Sn	 120	 0
Sb	 121	 +3.3592
Sb	 123	 +2.5466
Te	 120	 0
Te	 122	 -0.7359
Te	 123	 0
Te	 124	 -0.8871
Te	 125	 0
Te	 127	 0
I	 127	 +2.808
I	 129	 +2.617
Xe	 124	 0
Xe	 126	 0
Xe	 128	 0
Xe	 129	 -0.7768
Xe	 130	 0
Xe	 131	 +0.691861
Xe	 132	 0
Cs	 133	 +2.579
Cs	 135	 +2.729
Ba	 130	 0
Ba	 134	 0
Ba	 135	 +0.8365
Ba	 136	 0
Ba	 137	 +0.9357
La	 138	 +3.707
La	 139	 +2.778
La	 140	 +0.73
Ce	 136	 0
Ce	 138	 0
Ce	 139     0.9
Ce	 140	 0
Ce	 141	 0.97
Ce	 142	 0
Pr	 141	 +4.3
Nd	 142	 0
Nd	 143	 -1.08
Nd	 144	 0
Nd	 145	 -0.66
Nd	 146	 0
Nd	 147	 0.59
Nd	 148	 0
Nd	 150	 0
Pm	 147	 +2.7
Pm	 149	 3.3
Sm	 144	 0
Sm	 146	 0
Sm	 147	 -0.813
Sm	 148	 0
Sm	 149	 -0.670
Sm	 150	 0
Sm	 152	 0
Eu	 151	 +3.464
Eu	 153	 +1.530
Gd	 152	 0
Gd	 154	 0
Gd	 155	 -0.27
Gd	 156	 0
Gd	 157	 -0.36
Gd	 158	 0
Gd	 160	 0
Tb	 159	 +1.95
Tb	 160	 +1.702
Dy	 156	 0
Dy	 158	 0
Dy	 160	 0
Dy	 161	 -0.4805
Dy	 162	 0
Dy	 163	 +0.6726
Dy	 164	 0
Ho	 165	 +4.173
Ho	 166	 0
Er	 162	 0
Er	 164	 0
Er	 166	 0
Er	 167	 -0.5665
Er	 168	 0
Er	 170	 0
Tm	 169	 -0.2316
Yb	 170	 0
Yb	 171	 +0.4919
Yb	 172	 0
Yb	 173	 -0.6776
Yb	 174	 0
Yb	 175	 0.3
Yb	 176	 0
Lu	 175	 +2.2327
Lu	 176	 3.19
Lu	 177	 +2.239
Hf	 174	 0
Hf	 175	 0.70
Hf	 176	 0
Hf	 177	 +0.7935
Hf	 178	 0
Hf	 179	 -0.6409
Hf	 180	 0
Ta	 181	 +2.370
Ta	 182	 2.6
W	 180	 0
W	 182	 0+
W	 183	 +0.1177847
W	 184	 0
W	 186	 0
W	 187	 0.688
Re	 185	 +3.172
Re	 186	 +1.739
Re	 187	 +3.2197
Re	 188	 +1.788
Os	 184	 0
Os	 186	 0
Os	 187	 +0.06465
Os	 188	 0
Os	 189	 +0.659933
Os	 190	 0
Os	 192	 0
Ir	 191	 +0.1461
Ir	 192	 +1.880
Ir	 193	 +0.1591
Pt	 190	 0
Pt	 192	 0
Pt	 194	 0
Pt	 195	 +0.60949
Pt	 196	 0
Pt	 197	 -0.51
Pt	 198	 0
Au	 195	 0.148
Au	 197	 +0.1457
Au	 198	 +0.5934
Au	 199	 +0.2715
Hg	 196	 0
Hg	 197	 +0.5274
Hg	 198	 0
Hg	 199	 +0.5058851
Hg	 200	 0
Hg	 201	 -0.560225
Hg	 202	 0
Hg	 203	 +0.8489
Hg	 204	 0
Tl	 203	 +1.622257
Tl	 204	 -0.06
Tl	 205	 +1.6382134
Pb	 207	 +0.5926
Bi	 209	 +4.11
Bi	 210	 -0.044
Po	 209	 +0.77
Th	 229	 +0.46
Th	 232	 0
Pa	 231	 2.01
Pa	 232	 +3.5
Pa	 233	 +3.5
U	 232	 0
U	 233	 +0.55
U	 234	 0
U	 235	 -0.35
U	 236	 0
U	 238	 0
Pu	 236	 0
Pu	 238	 0
Pu	 239	 +0.203
Pu	 241	 -0.683
Am	 241	 +1.61
